No.,Time,Destination,Protocol,Length,Info,attack
1,0,193.0.14.129,DNS,70,Standard query 0xdc87 NS <Root> OPT,FALSE
2,1.00E-05,192.5.5.241,DNS,70,Standard query 0xd267 NS <Root> OPT,FALSE
3,1.40E-05,192.58.128.30,DNS,70,Standard query 0xedce NS <Root> OPT,TRUE
4,0.116002,200.19.107.238,DNS,75,Standard query 0x0824 A etihadguest.com,FALSE
5,0.11777,200.19.107.238,DNS,73,Standard query 0x4567 ANY sl OPT,FALSE
6,0.117828,200.19.107.238,DNS,1139,Standard query response 0xedce NS <Root> NS a.root-servers.net NS b.root-servers.net NS c.root-servers.net NS d.root-servers.net NS e.root-servers.net NS f.root-servers.net NS g.root-servers.net NS h.root-servers.net NS i.root-servers.net NS j.root-servers.net NS k.root-servers.net NS l.root-servers.net NS m.root-servers.net RRSIG A 198.41.0.4 A 199.9.14.201 A 192.33.4.12 A 199.7.91.13 A 192.203.230.10 A 192.5.5.241 A 192.112.36.4 A 198.97.190.53 A 192.36.148.17 A 192.58.128.30 A 193.0.14.129 A 199.7.83.42 A 202.12.27.33 AAAA 2001:503:ba3e::2:30 AAAA 2001:500:200::b AAAA 2001:500:2::c AAAA 2001:500:2d::d AAAA 2001:500:a8::e AAAA 2001:500:2f::f AAAA 2001:500:12::d0d AAAA 2001:500:1::53 AAAA 2001:7fe::53 AAAA 2001:503:c27::2:30 AAAA 2001:7fd::1 AAAA 2001:500:9f::42 AAAA 2001:dc3::35 OPT,FALSE
7,0.117936,200.19.107.238,DNS,1139,Standard query response 0xd267 NS <Root> NS m.root-servers.net NS b.root-servers.net NS c.root-servers.net NS d.root-servers.net NS e.root-servers.net NS f.root-servers.net NS g.root-servers.net NS h.root-servers.net NS a.root-servers.net NS i.root-servers.net NS j.root-servers.net NS k.root-servers.net NS l.root-servers.net RRSIG A 202.12.27.33 AAAA 2001:dc3::35 A 199.9.14.201 AAAA 2001:500:200::b A 192.33.4.12 AAAA 2001:500:2::c A 199.7.91.13 AAAA 2001:500:2d::d A 192.203.230.10 AAAA 2001:500:a8::e A 192.5.5.241 AAAA 2001:500:2f::f A 192.112.36.4 AAAA 2001:500:12::d0d A 198.97.190.53 AAAA 2001:500:1::53 A 198.41.0.4 AAAA 2001:503:ba3e::2:30 A 192.36.148.17 AAAA 2001:7fe::53 A 192.58.128.30 AAAA 2001:503:c27::2:30 A 193.0.14.129 AAAA 2001:7fd::1 A 199.7.83.42 AAAA 2001:500:9f::42 OPT,FALSE
8,0.119296,199.9.14.201,DNS,92,Standard query 0x5252 AAAA dnsresearch.cymru.com OPT,TRUE
9,0.119925,199.9.14.201,DNS,83,Standard query 0x151a AAAA a.st1.ntp.br OPT,TRUE
10,0.121094,199.9.14.201,DNS,92,Standard query 0x8aa3 AAAA dnsresearch.cymru.com OPT,TRUE
11,0.121388,199.9.14.201,DNS,83,Standard query 0xa36f A a.st1.ntp.br OPT,TRUE
12,0.13138,200.19.107.238,DNS,1151,Standard query response 0xdc87 NS <Root> NS e.root-servers.net NS i.root-servers.net NS g.root-servers.net NS c.root-servers.net NS f.root-servers.net NS b.root-servers.net NS a.root-servers.net NS d.root-servers.net NS l.root-servers.net NS m.root-servers.net NS h.root-servers.net NS j.root-servers.net NS k.root-servers.net RRSIG A 202.12.27.33 A 199.7.83.42 A 193.0.14.129 A 192.58.128.30 A 192.36.148.17 A 198.97.190.53 A 192.112.36.4 A 192.5.5.241 A 192.203.230.10 A 199.7.91.13 A 192.33.4.12 A 199.9.14.201 A 198.41.0.4 AAAA 2001:dc3::35 AAAA 2001:500:9f::42 AAAA 2001:7fd::1 AAAA 2001:503:c27::2:30 AAAA 2001:7fe::53 AAAA 2001:500:1::53 AAAA 2001:500:12::d0d AAAA 2001:500:2f::f AAAA 2001:500:a8::e AAAA 2001:500:2d::d AAAA 2001:500:2::c AAAA 2001:500:200::b AAAA 2001:503:ba3e::2:30 OPT,FALSE
13,0.132844,199.9.14.201,DNS,83,Standard query 0xac8d AAAA a.st1.ntp.br OPT,TRUE
14,0.133132,199.9.14.201,DNS,92,Standard query 0x3393 AAAA dnsresearch.cymru.com OPT,TRUE
15,0.133514,199.9.14.201,DNS,86,Standard query 0x0386 A etihadguest.com OPT,TRUE
16,0.280537,200.19.107.238,DNS,1223,Standard query response 0x5252 AAAA dnsresearch.cymru.com NS a.gtld-servers.net NS b.gtld-servers.net NS c.gtld-servers.net NS d.gtld-servers.net NS e.gtld-servers.net NS f.gtld-servers.net NS g.gtld-servers.net NS h.gtld-servers.net NS i.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS l.gtld-servers.net NS m.gtld-servers.net DS RRSIG A 192.5.6.30 AAAA 2001:503:a83e::2:30 A 192.33.14.30 AAAA 2001:503:231d::2:30 A 192.26.92.30 AAAA 2001:503:83eb::30 A 192.31.80.30 AAAA 2001:500:856e::30 A 192.12.94.30 AAAA 2001:502:1ca1::30 A 192.35.51.30 AAAA 2001:503:d414::30 A 192.42.93.30 AAAA 2001:503:eea3::30 A 192.54.112.30 AAAA 2001:502:8cc::30 A 192.43.172.30 AAAA 2001:503:39c1::30 A 192.48.79.30 AAAA 2001:502:7094::30 A 192.52.178.30 AAAA 2001:503:d2d::30 A 192.41.162.30 AAAA 2001:500:d937::30 A 192.55.83.30 AAAA 2001:501:b1f9::30 OPT,FALSE
17,0.28079,200.19.107.238,DNS,782,Standard query response 0x151a AAAA a.st1.ntp.br NS a.dns.br NS b.dns.br NS c.dns.br NS d.dns.br NS e.dns.br NS f.dns.br DS RRSIG A 200.219.148.10 AAAA 2001:12f8:6::10 A 200.189.41.10 AAAA 2001:12f8:8::10 A 200.192.233.10 AAAA 2001:12f8:a::10 A 200.219.154.10 AAAA 2001:12f8:4::10 A 200.229.248.10 AAAA 2001:12f8:2::10 A 200.219.159.10 AAAA 2001:12f8:c::10 OPT,FALSE
18,0.281026,192.42.93.30,DNS,92,Standard query 0xd195 AAAA dnsresearch.cymru.com OPT,TRUE
19,0.281105,200.219.159.10,DNS,83,Standard query 0xbdf5 AAAA a.st1.ntp.br OPT,TRUE
20,0.282333,200.19.107.238,DNS,782,Standard query response 0xa36f A a.st1.ntp.br NS a.dns.br NS b.dns.br NS c.dns.br NS d.dns.br NS e.dns.br NS f.dns.br DS RRSIG A 200.219.148.10 AAAA 2001:12f8:6::10 A 200.189.41.10 AAAA 2001:12f8:8::10 A 200.192.233.10 AAAA 2001:12f8:a::10 A 200.219.154.10 AAAA 2001:12f8:4::10 A 200.229.248.10 AAAA 2001:12f8:2::10 A 200.219.159.10 AAAA 2001:12f8:c::10 OPT,TRUE
21,0.282348,200.19.107.238,DNS,1223,Standard query response 0x8aa3 AAAA dnsresearch.cymru.com NS a.gtld-servers.net NS b.gtld-servers.net NS c.gtld-servers.net NS d.gtld-servers.net NS e.gtld-servers.net NS f.gtld-servers.net NS g.gtld-servers.net NS h.gtld-servers.net NS i.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS l.gtld-servers.net NS m.gtld-servers.net DS RRSIG A 192.5.6.30 AAAA 2001:503:a83e::2:30 A 192.33.14.30 AAAA 2001:503:231d::2:30 A 192.26.92.30 AAAA 2001:503:83eb::30 A 192.31.80.30 AAAA 2001:500:856e::30 A 192.12.94.30 AAAA 2001:502:1ca1::30 A 192.35.51.30 AAAA 2001:503:d414::30 A 192.42.93.30 AAAA 2001:503:eea3::30 A 192.54.112.30 AAAA 2001:502:8cc::30 A 192.43.172.30 AAAA 2001:503:39c1::30 A 192.48.79.30 AAAA 2001:502:7094::30 A 192.52.178.30 AAAA 2001:503:d2d::30 A 192.41.162.30 AAAA 2001:500:d937::30 A 192.55.83.30 AAAA 2001:501:b1f9::30 OPT,TRUE
22,0.282514,200.189.41.10,DNS,83,Standard query 0xa4bd A a.st1.ntp.br OPT,TRUE
23,0.282707,192.5.6.30,DNS,92,Standard query 0x557b AAAA dnsresearch.cymru.com OPT,TRUE
24,0.286193,200.19.107.238,DNS,213,Standard query response 0xa4bd A a.st1.ntp.br A 200.160.7.186 RRSIG OPT,FALSE
25,0.287015,200.219.154.10,DNS,83,Standard query 0x6965 AAAA b.st1.ntp.br OPT,TRUE
26,0.289016,200.19.107.238,DNS,541,Standard query response 0xbdf5 AAAA a.st1.ntp.br NS e.dns.br NS b.dns.br NS d.dns.br NS c.dns.br NS a.dns.br DS RRSIG A 200.229.248.10 A 200.219.154.10 A 200.192.233.10 A 200.189.41.10 A 200.219.148.10 AAAA 2001:12f8:2::10 AAAA 2001:12f8:4::10 AAAA 2001:12f8:a::10 AAAA 2001:12f8:8::10 AAAA 2001:12f8:6::10 OPT,FALSE
27,0.289177,200.219.148.10,DNS,83,Standard query 0xf31c AAAA a.st1.ntp.br OPT,TRUE
28,0.293943,200.19.107.238,DNS,782,Standard query response 0xac8d AAAA a.st1.ntp.br NS a.dns.br NS b.dns.br NS c.dns.br NS d.dns.br NS e.dns.br NS f.dns.br DS RRSIG A 200.219.148.10 AAAA 2001:12f8:6::10 A 200.189.41.10 AAAA 2001:12f8:8::10 A 200.192.233.10 AAAA 2001:12f8:a::10 A 200.219.154.10 AAAA 2001:12f8:4::10 A 200.229.248.10 AAAA 2001:12f8:2::10 A 200.219.159.10 AAAA 2001:12f8:c::10 OPT,TRUE
29,0.29416,200.219.159.10,DNS,83,Standard query 0x70b9 AAAA a.st1.ntp.br OPT,TRUE
30,0.294176,200.19.107.238,DNS,1223,Standard query response 0x3393 AAAA dnsresearch.cymru.com NS a.gtld-servers.net NS b.gtld-servers.net NS c.gtld-servers.net NS d.gtld-servers.net NS e.gtld-servers.net NS f.gtld-servers.net NS g.gtld-servers.net NS h.gtld-servers.net NS i.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS l.gtld-servers.net NS m.gtld-servers.net DS RRSIG A 192.5.6.30 AAAA 2001:503:a83e::2:30 A 192.33.14.30 AAAA 2001:503:231d::2:30 A 192.26.92.30 AAAA 2001:503:83eb::30 A 192.31.80.30 AAAA 2001:500:856e::30 A 192.12.94.30 AAAA 2001:502:1ca1::30 A 192.35.51.30 AAAA 2001:503:d414::30 A 192.42.93.30 AAAA 2001:503:eea3::30 A 192.54.112.30 AAAA 2001:502:8cc::30 A 192.43.172.30 AAAA 2001:503:39c1::30 A 192.48.79.30 AAAA 2001:502:7094::30 A 192.52.178.30 AAAA 2001:503:d2d::30 A 192.41.162.30 AAAA 2001:500:d937::30 A 192.55.83.30 AAAA 2001:501:b1f9::30 OPT,TRUE
31,0.294434,192.41.162.30,DNS,92,Standard query 0xc1a6 AAAA dnsresearch.cymru.com OPT,TRUE
32,0.296353,200.19.107.238,DNS,383,Standard query response 0x6965 AAAA b.st1.ntp.br SOA a.dns.br RRSIG NSEC c.st1.NTP.BR RRSIG OPT,FALSE
33,0.296805,200.219.148.10,DNS,83,Standard query 0x7348 A b.st1.ntp.br OPT,TRUE
34,0.302022,200.19.107.238,DNS,541,Standard query response 0x70b9 AAAA a.st1.ntp.br NS c.dns.br NS d.dns.br NS b.dns.br NS a.dns.br NS e.dns.br DS RRSIG A 200.229.248.10 A 200.219.154.10 A 200.192.233.10 A 200.189.41.10 A 200.219.148.10 AAAA 2001:12f8:2::10 AAAA 2001:12f8:4::10 AAAA 2001:12f8:a::10 AAAA 2001:12f8:8::10 AAAA 2001:12f8:6::10 OPT,FALSE
35,0.30242,200.219.148.10,DNS,83,Standard query 0xd468 AAAA a.st1.ntp.br OPT,TRUE
36,0.305105,200.19.107.238,DNS,1217,Standard query response 0x0386 A etihadguest.com NS a.gtld-servers.net NS b.gtld-servers.net NS c.gtld-servers.net NS d.gtld-servers.net NS e.gtld-servers.net NS f.gtld-servers.net NS g.gtld-servers.net NS h.gtld-servers.net NS i.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS l.gtld-servers.net NS m.gtld-servers.net DS RRSIG A 192.5.6.30 AAAA 2001:503:a83e::2:30 A 192.33.14.30 AAAA 2001:503:231d::2:30 A 192.26.92.30 AAAA 2001:503:83eb::30 A 192.31.80.30 AAAA 2001:500:856e::30 A 192.12.94.30 AAAA 2001:502:1ca1::30 A 192.35.51.30 AAAA 2001:503:d414::30 A 192.42.93.30 AAAA 2001:503:eea3::30 A 192.54.112.30 AAAA 2001:502:8cc::30 A 192.43.172.30 AAAA 2001:503:39c1::30 A 192.48.79.30 AAAA 2001:502:7094::30 A 192.52.178.30 AAAA 2001:503:d2d::30 A 192.41.162.30 AAAA 2001:500:d937::30 A 192.55.83.30 AAAA 2001:501:b1f9::30 OPT,TRUE
37,0.305701,192.35.51.30,DNS,86,Standard query 0x80cb A etihadguest.com OPT,TRUE
38,0.318321,200.19.107.238,DNS,823,Standard query response 0x557b AAAA dnsresearch.cymru.com NS udns1.ultradns.net NS udns2.ultradns.net NS ns1.cymru.com NS ns2.cymru.com NS ns3.cymru.com NSEC3 RRSIG NSEC3 RRSIG AAAA 2604:8800:51:0:38:229:51:65 A 38.229.51.65 A 38.229.194.65 A 38.229.56.65 OPT,FALSE
39,0.318645,38.229.194.65,DNS,92,Standard query 0x7575 AAAA dnsresearch.cymru.com OPT,TRUE
40,0.318747,38.229.56.65,DNS,84,Standard query 0x91bb AAAA ns2.cymru.com OPT,TRUE
41,0.320676,199.9.14.201,DNS,89,Standard query 0x5073 AAAA udns1.ultradns.net OPT,TRUE
42,0.321456,199.9.14.201,DNS,89,Standard query 0x25c6 A udns2.ultradns.net OPT,TRUE
43,0.321528,38.229.194.65,DNS,84,Standard query 0x024a AAAA ns3.cymru.com OPT,TRUE
44,0.321821,199.9.14.201,DNS,89,Standard query 0xbc83 AAAA udns2.ultradns.net OPT,TRUE
45,0.322316,199.9.14.201,DNS,89,Standard query 0x79c8 A udns1.ultradns.net OPT,TRUE
46,0.331619,200.19.107.238,DNS,201,Standard query response 0x7348 A b.st1.ntp.br A 201.49.148.135 RRSIG OPT,FALSE
47,0.332259,200.189.41.10,DNS,83,Standard query 0x02bb AAAA c.st1.ntp.br OPT,TRUE
48,0.335252,200.19.107.238,DNS,213,Standard query response 0xf31c AAAA a.st1.ntp.br AAAA 2001:12ff:0:7::186 RRSIG OPT,FALSE
49,0.335952,200.19.107.238,DNS,395,Standard query response 0x02bb AAAA c.st1.ntp.br SOA a.dns.br RRSIG NSEC d.st1.NTP.BR RRSIG OPT,FALSE
50,0.33625,200.189.41.10,DNS,83,Standard query 0x163e A c.st1.ntp.br OPT,TRUE
51,0.33734,200.19.107.238,DNS,213,Standard query response 0xd468 AAAA a.st1.ntp.br AAAA 2001:12ff:0:7::186 RRSIG OPT,TRUE
52,0.33991,200.19.107.238,DNS,213,Standard query response 0x163e A c.st1.ntp.br A 200.186.125.195 RRSIG OPT,TRUE
53,0.34038,200.189.41.10,DNS,83,Standard query 0xc036 AAAA d.st1.ntp.br OPT,TRUE
54,0.344072,200.19.107.238,DNS,395,Standard query response 0xc036 AAAA d.st1.ntp.br SOA a.dns.br RRSIG NSEC e.st1.NTP.BR RRSIG OPT,TRUE
55,0.344647,200.189.41.10,DNS,83,Standard query 0xd60d A d.st1.ntp.br OPT,TRUE
56,0.348294,200.19.107.238,DNS,213,Standard query response 0xd60d A d.st1.ntp.br A 200.20.186.76 RRSIG OPT,TRUE
57,0.349237,200.192.233.10,DNS,81,Standard query 0xd53d AAAA gps.ntp.br OPT,TRUE
58,0.391214,200.19.107.238,DNS,211,Standard query response 0xd53d AAAA gps.ntp.br AAAA 2001:12ff:0:7::197 RRSIG OPT,FALSE
59,0.391698,200.192.233.10,DNS,81,Standard query 0xcce8 A gps.ntp.br OPT,TRUE
60,0.412793,200.19.107.238,DNS,823,Standard query response 0xd195 AAAA dnsresearch.cymru.com NS udns1.ultradns.net NS udns2.ultradns.net NS ns1.cymru.com NS ns2.cymru.com NS ns3.cymru.com NSEC3 RRSIG NSEC3 RRSIG AAAA 2604:8800:51:0:38:229:51:65 A 38.229.51.65 A 38.229.194.65 A 38.229.56.65 OPT,FALSE
61,0.412949,38.229.56.65,DNS,92,Standard query 0x3164 AAAA dnsresearch.cymru.com OPT,TRUE
62,0.412998,38.229.51.65,DNS,84,Standard query 0x0f7f AAAA ns2.cymru.com OPT,TRUE
63,0.413182,199.9.14.201,DNS,89,Standard query 0x88d7 AAAA udns1.ultradns.net OPT,TRUE
64,0.413317,199.9.14.201,DNS,89,Standard query 0x8a55 A udns2.ultradns.net OPT,TRUE
65,0.414365,199.9.14.201,DNS,89,Standard query 0xaa4c AAAA udns2.ultradns.net OPT,TRUE
66,0.415621,200.19.107.238,DNS,823,Standard query response 0xc1a6 AAAA dnsresearch.cymru.com NS udns1.ultradns.net NS udns2.ultradns.net NS ns1.cymru.com NS ns2.cymru.com NS ns3.cymru.com NSEC3 RRSIG NSEC3 RRSIG AAAA 2604:8800:51:0:38:229:51:65 A 38.229.51.65 A 38.229.194.65 A 38.229.56.65 OPT,FALSE
67,0.41582,199.9.14.201,DNS,89,Standard query 0xdb8b A udns1.ultradns.net OPT,TRUE
68,0.415954,38.229.194.65,DNS,92,Standard query 0x77d7 AAAA dnsresearch.cymru.com OPT,TRUE
69,0.416049,38.229.56.65,DNS,84,Standard query 0xb53f AAAA ns3.cymru.com OPT,TRUE
70,0.416212,38.229.51.65,DNS,84,Standard query 0xce71 AAAA ns2.cymru.com OPT,TRUE
71,0.416881,199.9.14.201,DNS,89,Standard query 0xf446 AAAA udns1.ultradns.net OPT,TRUE
72,0.417342,199.9.14.201,DNS,89,Standard query 0xa355 A udns2.ultradns.net OPT,TRUE
73,0.417489,199.9.14.201,DNS,89,Standard query 0x3a10 AAAA udns2.ultradns.net OPT,TRUE
74,0.417697,199.9.14.201,DNS,89,Standard query 0x21d8 A udns1.ultradns.net OPT,TRUE
75,0.427211,200.19.107.238,DNS,767,Standard query response 0x80cb A etihadguest.com NS a8-67.akam.net NS a18-66.akam.net NS a1-119.akam.net NS a11-64.akam.net NS a9-64.akam.net NS a14-65.akam.net NSEC3 RRSIG NSEC3 RRSIG OPT,FALSE
76,0.427816,199.9.14.201,DNS,85,Standard query 0xe0c3 AAAA a9-64.akam.net OPT,TRUE
77,0.429095,199.9.14.201,DNS,86,Standard query 0x3de2 AAAA a11-64.akam.net OPT,TRUE
78,0.430359,199.9.14.201,DNS,86,Standard query 0xe018 A a11-64.akam.net OPT,TRUE
79,0.43086,199.9.14.201,DNS,86,Standard query 0xb57e A a18-66.akam.net OPT,TRUE
80,0.431148,199.9.14.201,DNS,86,Standard query 0xc9f5 AAAA a18-66.akam.net OPT,TRUE
81,0.431304,199.9.14.201,DNS,85,Standard query 0x0a11 A a9-64.akam.net OPT,TRUE
82,0.435247,200.19.107.238,DNS,199,Standard query response 0xcce8 A gps.ntp.br A 200.160.7.197 RRSIG OPT,FALSE
83,0.436086,200.192.233.10,DNS,79,Standard query 0xb031 AAAA a.ntp.br OPT,TRUE
84,0.449824,200.19.107.238,DNS,160,Standard query response 0x7575 AAAA dnsresearch.cymru.com NS ns1.dnsresearch.cymru.com NS ns2.dnsresearch.cymru.com A 38.229.33.36 A 38.229.33.48 OPT,FALSE
85,0.450094,38.229.33.48,DNS,92,Standard query 0x8626 AAAA dnsresearch.cymru.com OPT,TRUE
86,0.450177,38.229.33.48,DNS,96,Standard query 0x130d AAAA ns2.dnsresearch.cymru.com OPT,TRUE
87,0.450244,38.229.33.48,DNS,96,Standard query 0xa54a AAAA ns1.dnsresearch.cymru.com OPT,TRUE
88,0.452567,200.19.107.238,DNS,128,Standard query response 0x024a AAAA ns3.cymru.com SOA ns1.cymru.com OPT,FALSE
89,0.460393,200.19.107.238,DNS,128,Standard query response 0x91bb AAAA ns2.cymru.com SOA ns1.cymru.com OPT,FALSE
90,0.478866,200.19.107.238,DNS,209,Standard query response 0xb031 AAAA a.ntp.br AAAA 2001:12ff::8 RRSIG OPT,TRUE
91,0.479235,200.229.248.10,DNS,79,Standard query 0x0287 A a.ntp.br OPT,TRUE
92,0.481784,200.19.107.238,DNS,1217,Standard query response 0x5073 AAAA udns1.ultradns.net NS a.gtld-servers.net NS b.gtld-servers.net NS c.gtld-servers.net NS d.gtld-servers.net NS e.gtld-servers.net NS f.gtld-servers.net NS g.gtld-servers.net NS h.gtld-servers.net NS i.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS l.gtld-servers.net NS m.gtld-servers.net DS RRSIG A 192.5.6.30 AAAA 2001:503:a83e::2:30 A 192.33.14.30 AAAA 2001:503:231d::2:30 A 192.26.92.30 AAAA 2001:503:83eb::30 A 192.31.80.30 AAAA 2001:500:856e::30 A 192.12.94.30 AAAA 2001:502:1ca1::30 A 192.35.51.30 AAAA 2001:503:d414::30 A 192.42.93.30 AAAA 2001:503:eea3::30 A 192.54.112.30 AAAA 2001:502:8cc::30 A 192.43.172.30 AAAA 2001:503:39c1::30 A 192.48.79.30 AAAA 2001:502:7094::30 A 192.52.178.30 AAAA 2001:503:d2d::30 A 192.41.162.30 AAAA 2001:500:d937::30 A 192.55.83.30 AAAA 2001:501:b1f9::30 OPT,TRUE
93,0.482295,192.33.14.30,DNS,89,Standard query 0x5759 AAAA udns1.ultradns.net OPT,TRUE
94,0.482953,200.19.107.238,DNS,1217,Standard query response 0xbc83 AAAA udns2.ultradns.net NS a.gtld-servers.net NS b.gtld-servers.net NS c.gtld-servers.net NS d.gtld-servers.net NS e.gtld-servers.net NS f.gtld-servers.net NS g.gtld-servers.net NS h.gtld-servers.net NS i.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS l.gtld-servers.net NS m.gtld-servers.net DS RRSIG A 192.5.6.30 AAAA 2001:503:a83e::2:30 A 192.33.14.30 AAAA 2001:503:231d::2:30 A 192.26.92.30 AAAA 2001:503:83eb::30 A 192.31.80.30 AAAA 2001:500:856e::30 A 192.12.94.30 AAAA 2001:502:1ca1::30 A 192.35.51.30 AAAA 2001:503:d414::30 A 192.42.93.30 AAAA 2001:503:eea3::30 A 192.54.112.30 AAAA 2001:502:8cc::30 A 192.43.172.30 AAAA 2001:503:39c1::30 A 192.48.79.30 AAAA 2001:502:7094::30 A 192.52.178.30 AAAA 2001:503:d2d::30 A 192.41.162.30 AAAA 2001:500:d937::30 A 192.55.83.30 AAAA 2001:501:b1f9::30 OPT,TRUE
95,0.483545,192.12.94.30,DNS,89,Standard query 0x76e2 AAAA udns2.ultradns.net OPT,TRUE
96,0.489646,200.19.107.238,DNS,1217,Standard query response 0x25c6 A udns2.ultradns.net NS a.gtld-servers.net NS b.gtld-servers.net NS c.gtld-servers.net NS d.gtld-servers.net NS e.gtld-servers.net NS f.gtld-servers.net NS g.gtld-servers.net NS h.gtld-servers.net NS i.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS l.gtld-servers.net NS m.gtld-servers.net DS RRSIG A 192.5.6.30 AAAA 2001:503:a83e::2:30 A 192.33.14.30 AAAA 2001:503:231d::2:30 A 192.26.92.30 AAAA 2001:503:83eb::30 A 192.31.80.30 AAAA 2001:500:856e::30 A 192.12.94.30 AAAA 2001:502:1ca1::30 A 192.35.51.30 AAAA 2001:503:d414::30 A 192.42.93.30 AAAA 2001:503:eea3::30 A 192.54.112.30 AAAA 2001:502:8cc::30 A 192.43.172.30 AAAA 2001:503:39c1::30 A 192.48.79.30 AAAA 2001:502:7094::30 A 192.52.178.30 AAAA 2001:503:d2d::30 A 192.41.162.30 AAAA 2001:500:d937::30 A 192.55.83.30 AAAA 2001:501:b1f9::30 OPT,TRUE
97,0.490105,192.26.92.30,DNS,89,Standard query 0x8b84 A udns2.ultradns.net OPT,TRUE
98,0.490268,200.19.107.238,DNS,1217,Standard query response 0x79c8 A udns1.ultradns.net NS a.gtld-servers.net NS b.gtld-servers.net NS c.gtld-servers.net NS d.gtld-servers.net NS e.gtld-servers.net NS f.gtld-servers.net NS g.gtld-servers.net NS h.gtld-servers.net NS i.gtld-servers.net NS j.gtld-servers.net NS k.gtld-servers.net NS l.gtld-servers.net NS m.gtld-servers.net DS RRSIG A 192.5.6.30 AAAA 2001:503:a83e::2:30 A 192.33.14.30 AAAA 2001:503:231d::2:30 A 192.26.92.30 AAAA 2001:503:83eb::30 A 192.31.80.30 AAAA 2001:500:856e::30 A 192.12.94.30 AAAA 2001:502:1ca1::30 A 192.35.51.30 AAAA 2001:503:d414::30 A 192.42.93.30 AAAA 2001:503:eea3::30 A 192.54.112.30 AAAA 2001:502:8cc::30 A 192.43.172.30 AAAA 2001:503:39c1::30 A 192.48.79.30 AAAA 2001:502:7094::30 A 192.52.178.30 AAAA 2001:503:d2d::30 A 192.41.162.30 AAAA 2001:500:d937::30 A 192.55.83.30 AAAA 2001:501:b1f9::30 OPT,TRUE
99,0.490737,192.41.162.30,DNS,89,Standard query 0xc8ff A udns1.ultradns.net OPT,TRUE
100,0.498788,200.19.107.238,DNS,877,Standard query response 0x5759 AAAA udns1.ultradns.net NS pdns196.ultradns.com NS pdns196.ultradns.net NS pdns196.ultradns.org NS pdns196.ultradns.info NS pdns196.ultradns.biz NS pdns196.ultradns.co.uk NSEC3 RRSIG NSEC3 RRSIG A 156.154.65.196 AAAA 2610:a1:1014::e8 OPT,FALSE
101,0.499071,156.154.65.196,DNS,89,Standard query 0xee54 AAAA udns1.ultradns.net OPT,TRUE
102,0.499349,199.9.14.201,DNS,93,Standard query 0xaf4f AAAA pdns196.ultradns.co.uk OPT,TRUE
103,0.499967,199.9.14.201,DNS,91,Standard query 0x0c6e AAAA pdns196.ultradns.biz OPT,TRUE
104,0.50005,192.43.172.30,DNS,91,Standard query 0x3535 AAAA pdns196.ultradns.com OPT,TRUE
105,0.500398,199.9.14.201,DNS,91,Standard query 0xf864 AAAA pdns196.ultradns.org OPT,TRUE
106,0.501215,199.9.14.201,DNS,91,Standard query 0x6b7b A pdns196.ultradns.biz OPT,TRUE
107,0.501351,192.42.93.30,DNS,91,Standard query 0x0c41 A pdns196.ultradns.com OPT,TRUE
108,0.50149,199.9.14.201,DNS,91,Standard query 0x2578 A pdns196.ultradns.org OPT,TRUE
109,0.50202,199.9.14.201,DNS,92,Standard query 0xb300 A pdns196.ultradns.info OPT,TRUE
110,0.504044,200.19.107.238,DNS,205,Standard query response 0x0287 A a.ntp.br A 200.160.0.8 RRSIG OPT,FALSE
111,0.511067,200.192.233.10,DNS,79,Standard query 0xa781 AAAA b.ntp.br OPT,TRUE
112,0.511197,199.9.14.201,DNS,92,Standard query 0xec34 AAAA pdns196.ultradns.info OPT,TRUE
113,0.511861,199.9.14.201,DNS,93,Standard query 0xbb38 A pdns196.ultradns.co.uk OPT,TRUE
114,0.547146,200.19.107.238,DNS,160,Standard query response 0x77d7 AAAA dnsresearch.cymru.com NS ns2.dnsresearch.cymru.com NS ns1.dnsresearch.cymru.com A 38.229.33.36 A 38.229.33.48 OPT,TRUE
115,0.547424,38.229.33.36,DNS,92,Standard query 0x24a2 AAAA dnsresearch.cymru.com OPT,TRUE
116,0.547522,38.229.33.48,DNS,96,Standard query 0x56df AAAA ns1.dnsresearch.cymru.com OPT,TRUE
117,0.547591,38.229.33.48,DNS,96,Standard query 0xd8b7 AAAA ns2.dnsresearch.cymru.com OPT,TRUE
118,0.553098,200.19.107.238,DNS,209,Standard query response 0xa781 AAAA b.ntp.br AAAA 2001:12f8:9:1::8 RRSIG OPT,TRUE
119,0.553479,200.219.154.10,DNS,79,Standard query 0x89be A b.ntp.br OPT,TRUE
120,0.554835,200.19.107.238,DNS,160,Standard query response 0x3164 AAAA dnsresearch.cymru.com NS ns1.dnsresearch.cymru.com NS ns2.dnsresearch.cymru.com A 38.229.33.36 A 38.229.33.48 OPT,FALSE
121,0.555102,38.229.33.36,DNS,92,Standard query 0xe927 AAAA dnsresearch.cymru.com OPT,TRUE
